ID,Name,Email,year,major,date,time,on_campus,main_reason_for_taking_isb,trips_per_day,duration_per_day,has_exam,start,end,bus_num,weather,num_people_at_bus_stop,waiting_time,waiting_time_satisfaction,crowdedness,crowdedness_satisfaction,comfort,safety,overall_satisfaction
240,Joseph Gibson,josephgibson@example.net,Year 3,architecture,17/10/2024,1/1/1900 18:30,No,To go to class,3,40,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,Sunny,10,10,6,6,7,7,7,6
241,Linda Lynn,lindalynn@example.com,Year 3,architecture,10/8/2024,1/1/1900 13:30,No,To go to class,2,40,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT13 / Ventus,A1,Sunny,20,10,6,7,4,6,6,6
242,Dr. Laurie Solis,dr.lauriesolis@example.com,Year 3,architecture,10/10/2024,1/1/1900 7:30,No,To go to class,2,50,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT13 / Ventus,A1,Sunny,20,16,4,6,4,4,6,5
243,Elaine Brooks,elainebrooks@example.org,Year 1,biomedical engineering,21/10/2024,1/1/1900 7:30,No,To go to class,2,35,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,Sunny,10,8,5,3,3,7,7,7
244,Whitney Myers DDS,whitneymyersdds@example.net,Year 4,biomedical engineering,15/10/2024,1/1/1900 15:30,No,To go to class,2,35,No,Kent Ridge MRT / Opp Kent Ridge MRT,UTown,D2,Sunny,15,12,7,6,4,6,7,7
245,Sara Ramos,sararamos@example.com,Year 4,biomedical engineering,16/10/2024,1/1/1900 11:30,No,To go to class,2,35,No,Kent Ridge MRT / Opp Kent Ridge MRT,UTown,D2,Sunny,30,15,3,8,3,5,4,4
246,Jeanette Little,jeanettelittle@example.com,Year 4,biomedical engineering,21/10/2024,1/1/1900 9:30,No,To go to class,2,35,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT13 / Ventus,A1,Sunny,35,18,2,10,1,3,3,3
247,Dean Cantrell,deancantrell@example.org,Year 1,biomedical engineering,18/10/2024,1/1/1900 13:30,No,To go to class,4,45,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT13 / Ventus,A1,Sunny,15,10,6,4,4,4,4,4
248,Michelle Williamson,michellewilliamson@example.com,Year 1,biomedical engineering,21/10/2024,1/1/1900 11:30,No,To go to class,3,45,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,Sunny,30,20,2,9,2,3,4,3
249,Diane Hopkins,dianehopkins@example.com,Year 2,biomedical engineering,21/10/2004,1/1/1900 8:30,No,To go to class,3,40,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT13 / Ventus,A1,Sunny,25,15,3,7,3,3,4,4
250,Whitney Glover,whitneyglover@example.net,Year 2,biomedical engineering,16/10/2024,1/1/1900 8:30,No,To go to class,3,40,No,Kent Ridge MRT / Opp Kent Ridge MRT,UTown,D2,Sunny,30,18,3,8,2,3,4,3
251,Sheila Richardson,sheilarichardson@example.com,Year 2,business analytics,14/10/2024,1/1/1900 9:30,No,To go to class,3,30,No,Kent Ridge MRT / Opp Kent Ridge MRT,COM3,D2,Rainy,15,5,4,7,4,5,6,6
252,Kristen Rogers,kristenrogers@example.com,Year 4,business analytics,15/10/2024,1/1/1900 10:30,Yes,"To go to in-school accommodation (halls, RCs, houses etc.)",2,15,No,UTown,BIZ2 / Opp HSSML,D1,Rainy,20,5,4,7,4,5,7,6
253,Laurie Boone,laurieboone@example.org,Year 1,business analytics,16/10/2024,1/1/1900 11:45,No,To go to MRT,3,20,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,Rainy,20,4,5,8,3,4,5,4
254,Amanda Morris,amandamorris@example.org,Year 4,business analytics,17/10/2024,1/1/1900 11:00,No,To go for meals,2,15,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,Sunny,20,4,5,8,3,5,6,5
255,David Woods,davidwoods@example.org,Year 2,business analytics,18/10/2024,1/1/1900 9:15,Yes,To go to class,2,20,No,UHC / Opp UHC,IT / CLB,A1,Sunny,5,2,8,7,4,6,6,5
256,Dustin Reyes,dustinreyes@example.com,Year 3,business analytics,16/10/2024,1/1/1900 11:15,No,To go to class,3,20,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,Rainy,20,6,3,8,2,4,5,3
257,Christopher Johnston,christopherjohnston@example.org,Year 1,"politics, philosophy, economics",17/10/2024,1/1/1900 13:30,No,To go to class,3,40,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT13 / Ventus,A2,Sunny,15,10,4,6,4,4,4,5
258,Hannah Flores,hannahflores@example.net,Year 1,"politics, philosophy, economics",7/10/2024,1/1/1900 15:30,No,To go to class,3,40,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,Sunny,12,8,6,5,7,7,6,7
259,Amy Aguilar,amyaguilar@example.net,Year 3,"politics, philosophy, economics",17/10/2024,1/1/1900 13:30,No,To go to class,3,45,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,Sunny,15,10,6,6,4,4,5,4
260,Christopher Bradshaw,christopherbradshaw@example.net,Year 4,"politics, philosophy, economics",17/10/2024,1/1/1900 15:40,No,To go to class,3,45,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,Sunny,15,8,8,3,7,7,6,7
261,Peter Smith,petersmith@example.org,Year 4,"politics, philosophy, economics",10/10/2024,1/1/1900 8:35,No,To go to class,3,30,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,Sunny,20,15,4,7,4,5,4,4
262,Jennifer Pittman,jenniferpittman@example.org,Year 1,"politics, philosophy, economics",7/10/2024,1/1/1900 15:30,No,To go to class,3,30,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,Sunny,15,10,6,6,5,6,6,6
263,Kelly Thornton,kellythornton@example.net,Year 2,mechanical engineering,2/10/2024,1/1/1900 9:50,No,To go to class,2,12,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,Sunny,30,10,5,9,5,5,7,5
264,Teresa Mckinney,teresamckinney@example.org,Year 2,mechanical engineering,4/10/2024,1/1/1900 11:30,No,To go to class,2,12,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,UHC / Opp UHC,A1,Sunny,30,10,6,10,3,4,7,4
265,Anita Wilson,anitawilson@example.org,Year 2,mechanical engineering,7/10/2024,1/1/1900 11:40,No,To go to class,4,15,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,Sunny,20,5,7,8,5,6,7,6
266,Robert Acosta,robertacosta@example.org,Year 3,mechanical engineering,8/10/2024,1/1/1900 10:40,No,To go to class,4,20,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,UHC / Opp UHC,D2,Sunny,25,10,5,9,4,5,7,5
267,Rita Mccarthy,ritamccarthy@example.org,Year 3,mechanical engineering,9/10/2024,1/1/1900 11:40,No,To go to class,4,20,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,Rainy,25,10,3,10,3,5,7,5
268,Melinda Green,melindagreen@example.org,Year 1,mechanical engineering,10/10/2024,1/1/1900 10:40,Yes,To go to class,2,10,No,UTown,IT / CLB,D1,Sunny,30,15,3,9,3,6,8,5
269,Bradley Pacheco,bradleypacheco@example.com,Year 1,geography,11/10/2024,1/1/1900 9:40,Yes,To go to class,2,10,No,UHC / Opp UHC,IT / CLB,A1,Sunny,10,5,8,8,5,7,8,6
270,Denise Harrison,deniseharrison@example.net,Year 1,geography,30/9/2024,1/1/1900 15:40,Yes,To go to class,2,10,No,UHC / Opp UHC,IT / CLB,A1,Sunny,10,5,9,5,8,7,8,7
271,Andrew Edwards,andrewedwards@example.net,Year 2,geography,1/10/2024,1/1/1900 13:30,No,To go to class,2,15,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,UHC / Opp UHC,D2,Sunny,15,8,6,8,6,7,7,6
272,Heather Strong,heatherstrong@example.com,Year 2,geography,2/10/2024,1/1/1900 10:40,No,To go to class,2,10,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,Rainy,20,10,6,8,5,6,7,5
273,Morgan Leonard,morganleonard@example.com,Year 2,geography,3/10/2024,1/1/1900 11:40,No,To go to class,2,10,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,Sunny,20,10,6,9,5,6,7,5
274,Jennifer Rodriguez,jenniferrodriguez@example.org,Year 3,quantitative finance,4/10/2024,1/1/1900 10:40,Yes,To go to class,3,20,No,BIZ2 / Opp HSSML,LT27 / S17,A1,Sunny,15,8,6,7,6,7,8,7
275,Lynn Williams,lynnwilliams@example.org,Year 3,quantitative finance,7/10/2024,1/1/1900 10:30,Yes,To go to class,3,20,No,BIZ2 / Opp HSSML,LT27 / S17,A1,Rainy,15,8,7,7,6,7,7,7
276,Colton Johnson,coltonjohnson@example.net,Year 3,quantitative finance,8/10/2024,1/1/1900 12:30,No,To go to class,4,20,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,UHC / Opp UHC,D2,Sunny,20,10,6,8,5,8,8,6
277,Brandon House,brandonhouse@example.org,Year 3,quantitative finance,9/10/2024,1/1/1900 10:35,No,To go to class,4,20,No,Kent Ridge MRT / Opp Kent Ridge MRT,COM3,D2,Rainy,15,5,7,7,6,7,8,6
278,Tina Harper,tinaharper@example.com,Year 4,quantitative finance,10/10/2024,1/1/1900 7:45,No,To go to MRT,2,10,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,D2,Sunny,10,5,8,4,8,8,8,8
279,Casey Turner,caseyturner@example.com,Year 4,quantitative finance,11/10/2024,1/1/1900 11:35,No,To go to MRT,2,8,No,Kent Ridge MRT / Opp Kent Ridge MRT,COM3,D2,Sunny,15,10,6,8,5,7,8,5
280,Patricia Costa,patriciacosta@example.net,Year 3,accountancy,30/9/2024,1/1/1900 8:45,No,To go to class,2,30,No,Kent Ridge MRT / Opp Kent Ridge MRT,BIZ2 / Opp HSSML,A2,Sunny,20,5,8,5,7,8,9,8
281,Mark Zimmerman,markzimmerman@example.org,Year 2,accountancy,1/10/2024,1/1/1900 9:45,No,To go to class,3,40,No,Kent Ridge MRT / Opp Kent Ridge MRT,BIZ2 / Opp HSSML,A2,Sunny,25,10,6,8,2,7,7,6
282,Anna King,annaking@example.net,Year 2,accountancy,3/10/2024,1/1/1900 13:45,No,To go to MRT,3,30,No,Kent Ridge MRT / Opp Kent Ridge MRT,COM3,D2,Sunny,15,5,9,3,8,8,9,8
283,Janet Hawkins,janethawkins@example.org,Year 1,industrial systems engineering,21/10/2024,1/1/1900 10:00,No,To go to class,3,15,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT13 / Ventus,A2,Sunny,30,8,3,8,3,4,3,4
284,Pamela Lucero,pamelalucero@example.net,Year 1,accountancy,4/10/2024,1/1/1900 15:00,Yes,To go to class,2,20,No,PGP,COM3,D2,Sunny,15,5,10,4,10,9,10,9
285,Linda Morgan,lindamorgan@example.net,Year 2,industrial systems engineering,22/10/2024,1/1/1900 13:00,Yes,To go to class,3,20,No,UTown,COM3,D1,Rainy,20,10,4,7,5,5,5,6
286,Heather Lopez,heatherlopez@example.com,Year 1,pharmaceutical science,30/9/2024,1/1/1900 8:40,Yes,To go to class,2,10,No,UTown,LT27 / S17,D2,Sunny,25,5,8,8,5,6,8,6
287,Jennifer Norman,jennifernorman@example.com,Year 3,industrial systems engineering,23/10/2024,1/1/1900 11:15,No,To go to CCA sessions,2,10,No,LT13 / Ventus,UHC / Opp UHC,A1,Rainy,5,5,8,3,7,7,7,7
288,Max Poole,maxpoole@example.org,Year 1,pharmaceutical science,1/10/2024,1/1/1900 9:45,Yes,To go to class,2,10,No,UTown,IT / CLB,D1,Sunny,25,5,8,8,5,6,8,6
289,Andrew Sanchez,andrewsanchez@example.com,Year 4,industrial systems engineering,24/10/2024,1/1/1900 12:45,No,To go for meals,4,20,No,UHC / Opp UHC,UTown,D2,Sunny,10,20,1,10,1,1,1,1
290,Kirsten Stephens MD,kirstenstephensmd@example.org,Year 1,accountancy,2/10/2024,1/1/1900 10:00,Yes,"To go to in-school accommodation (halls, RCs, houses etc.)",4,45,No,PGP,BIZ2 / Opp HSSML,A2,Sunny,30,5,8,10,4,6,5,7
291,Jamie Cisneros,jamiecisneros@example.org,Year 1,business,24/10/2024,1/1/1900 7:30,No,To go to class,3,35,No,Kent Ridge MRT / Opp Kent Ridge MRT,BIZ2 / Opp HSSML,A2,Sunny,7,6,7,2,8,7,8,7
292,Nicholas Ward Jr.,nicholaswardjr.@example.com,Year 2,pharmaceutical science,2/10/2024,1/1/1900 9:30,No,To go to class,4,20,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,UHC / Opp UHC,D2,Sunny,20,7,6,7,6,6,7,6
293,Maria Goodman,mariagoodman@example.net,Year 4,accountancy,2/10/2024,1/1/1900 11:45,No,To go to class,3,30,No,Kent Ridge MRT / Opp Kent Ridge MRT,BIZ2 / Opp HSSML,A2,Sunny,20,10,4,9,4,5,8,6
294,Terry Beck,terrybeck@example.net,Year 3,pharmaceutical science,3/10/2024,1/1/1900 13:40,No,To go to class,2,5,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,D2,Sunny,15,5,8,5,8,8,8,8
295,Michael Williamson,michaelwilliamson@example.org,Year 4,pharmaceutical science,4/10/2024,1/1/1900 14:35,No,To go to class,2,5,No,UHC / Opp UHC,LT27 / S17,D2,Sunny,15,5,7,6,6,7,7,7
296,Jessica Mueller,jessicamueller@example.com,Year 4,business,21/10/2003,1/1/1900 7:30,No,To go to class,3,40,No,Kent Ridge MRT / Opp Kent Ridge MRT,BIZ2 / Opp HSSML,A2,Sunny,7,10,6,3,7,6,6,7
297,Timothy Smith,timothysmith@example.net,Year 2,business,22/10/2024,1/1/1900 13:30,No,To go to MRT,2,30,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,Sunny,15,10,4,6,4,6,5,6
298,George Powell,georgepowell@example.net,Year 1,environmental engineering,7/10/2024,1/1/1900 9:45,No,To go to class,2,20,No,Kent Ridge MRT / Opp Kent Ridge MRT,UTown,D2,Sunny,20,15,2,9,3,3,5,4
299,Joshua Thomas,joshuathomas@example.com,Year 2,environmental engineering,8/10/2024,1/1/1900 12:30,Yes,To go to class,3,30,No,UTown,LT27 / S17,D2,Sunny,10,4,4,7,3,5,5,6
300,Bryan Wise,bryanwise@example.org,Year 4,environmental engineering,9/10/2024,1/1/1900 10:20,No,To go to class,2,20,No,Kent Ridge MRT / Opp Kent Ridge MRT,BIZ2 / Opp HSSML,A2,Sunny,15,5,5,7,6,5,8,6
301,Jeremy Green,jeremygreen@example.org,Year 4,environmental engineering,10/10/2024,1/1/1900 11:30,No,To go to class,3,30,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,Sunny,20,5,4,7,3,5,7,5
302,Kristen Rodriguez,kristenrodriguez@example.com,Year 3,environmental engineering,11/10/2024,1/1/1900 12:00,No,To go for meals,2,20,No,LT27 / S17,IT / CLB,A1,Sunny,15,3,6,8,3,3,5,5
303,Kristen Bond,kristenbond@example.org,Year 1,data science and analytics,16/9/2024,1/1/1900 12:00,No,To go to class,2,5,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A2,Sunny,14,3,8,3,8,9,9,9
304,Sherri Hickman,sherrihickman@example.net,Year 3,data science and analytics,16/9/2024,1/1/1900 14:30,No,To go to class,3,30,No,COM3,LT27 / S17,D2,Sunny,15,8,5,6,7,7,7,8
305,Robin Marks,robinmarks@example.net,Year 3,data science and analytics,16/9/2024,1/1/1900 11:50,No,To go to class,3,40,No,UTown,LT27 / S17,D2,Sunny,40,20,3,9,2,3,4,4
306,Heather Coleman,heathercoleman@example.net,Year 3,data science and analytics,17/9/2024,1/1/1900 11:30,No,To go to MRT,4,30,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT13 / Ventus,A2,Sunny,15,8,6,7,3,6,7,6
307,Wayne Vega DDS,waynevegadds@example.net,Year 3,data science and analytics,18/9/2024,1/1/1900 13:30,Yes,To go to class,2,15,No,UHC / Opp UHC,UTown,D2,Sunny,5,3,9,4,7,9,7,7
308,Cynthia Sanchez,cynthiasanchez@example.com,Year 3,data science and analytics,19/9/2024,1/1/1900 11:30,No,To go to MRT,2,25,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT13 / Ventus,A2,Sunny,15,5,7,8,4,7,8,6
309,Ivan Smith,ivansmith@example.net,Year 4,data science and analytics,19/9/2024,1/1/1900 10:06,No,To go to class,2,5,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A2,Sunny,7,7,8,4,9,9,10,9
310,Tony Farrell,tonyfarrell@example.net,Year 3,computer science,19/9/2024,1/1/1900 13:45,No,To go to class,1,10,No,Kent Ridge MRT / Opp Kent Ridge MRT,BIZ2 / Opp HSSML,A2,Sunny,7,5,7,9,4,3,6,6
311,Jesus Edwards,jesusedwards@example.org,Year 1,data science and analytics,20/9/2024,1/1/1900 18:00,No,To go to class,2,7,No,Kent Ridge MRT / Opp Kent Ridge MRT,UHC / Opp UHC,D2,Sunny,10,3,9,3,9,8,8,9
312,Ryan Flores,ryanflores@example.org,Year 2,life sciences,20/9/2024,1/1/1900 18:00,Yes,To go to class,4,40,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,D2,Sunny,35,20,4,10,4,4,4,4
313,Kimberly Rodriguez,kimberlyrodriguez@example.com,Year 3,business,20/9/2024,1/1/1900 17:40,No,To go to MRT,2,30,No,COM3,Kent Ridge MRT / Opp Kent Ridge MRT,D2,Sunny,10,6,6,6,5,9,9,8
314,Cody Vincent,codyvincent@example.com,Year 3,dentistry,25/9/2024,1/1/1900 16:30,Yes,"To go to in-school accommodation (halls, RCs, houses etc.)",2,20,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,UTown,D2,Sunny,70,30,6,7,7,6,7,5
315,Emily Mack,emilymack@example.com,Year 1,data science and analytics,26/9/2024,1/1/1900 18:00,No,To go to class,2,7,No,UHC / Opp UHC,Kent Ridge MRT / Opp Kent Ridge MRT,D2,Rainy,10,6,7,5,6,6,7,7
316,Thomas Bailey,thomasbailey@example.net,Year 1,data science and analytics,26/9/2024,1/1/1900 13:40,No,To go to class,2,15,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,D2,Sunny,8,5,9,8,7,9,10,10
317,Rebecca Johnson,rebeccajohnson@example.com,Year 2,data science and analytics,26/9/2024,1/1/1900 13:00,Yes,To go to class,6,20,No,LT27 / S17,UTown,D2,Sunny,25,5,9,7,3,3,4,5
318,Andrew Bentley,andrewbentley@example.com,Year 3,life sciences,26/9/2024,1/1/1900 17:00,No,To go to class,2,20,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A2,Rainy,40,15,3,8,3,3,5,3
319,Alicia Lewis,alicialewis@example.com,Year 3,nursing,26/9/2024,1/1/1900 16:00,No,To go to class,2,40,No,LT13 / Ventus,Kent Ridge MRT / Opp Kent Ridge MRT,A2,Sunny,20,10,8,2,9,9,9,9
320,Holly Campbell,hollycampbell@example.net,Year 2,business,26/9/2024,1/1/1900 21:30,Yes,To go to class,2,30,No,BIZ2 / Opp HSSML,UTown,D1,Sunny,5,12,4,1,10,8,9,6
321,John Foster,johnfoster@example.com,Year 2,social work,27/9/2024,1/1/1900 18:01,No,To go to class,5,20,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,Rainy,10,10,8,8,7,7,8,7
322,Lance Sullivan,lancesullivan@example.org,Year 3,data science and analytics,27/9/2024,1/1/1900 17:00,No,To go to class,2,30,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A2,Sunny,50,15,1,10,1,1,2,3
323,Karen Thomas,karenthomas@example.org,Year 4,nursing,27/9/2024,1/1/1900 19:40,No,To go to class,2,5,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,Sunny,20,10,4,9,3,4,6,4
324,Vickie Johnson,vickiejohnson@example.net,Year 3,data science and analytics,27/9/2024,1/1/1900 15:00,Yes,To go to class,2,10,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,D2,Sunny,5,1,10,1,10,10,10,10
325,Jessica Casey,jessicacasey@example.org,Year 3,data science and analytics,27/9/2024,1/1/1900 18:00,No,To go to class,2,15,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A2,Rainy,40,25,1,10,1,1,1,1
326,Christina Turner,christinaturner@example.net,Year 3,data science and analytics,27/9/2024,1/1/1900 17:30,No,To go to class,2,15,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A1,Sunny,15,10,7,3,7,7,7,7
327,Leah Hall,leahhall@example.net,Year 3,data science and analytics,27/9/2024,1/1/1900 15:00,Yes,To go for meals,4,60,No,UTown,UHC / Opp UHC,D2,Sunny,25,15,3,8,3,3,3,3
328,Kyle Ross,kyleross@example.com,Year 3,data science and analytics,27/9/2024,1/1/1900 20:00,Yes,To go for meals,4,15,No,UTown,UHC / Opp UHC,D2,Sunny,25,15,3,8,3,3,3,3
329,Robert Carroll,robertcarroll@example.org,Year 1,computer science,27/9/2024,1/1/1900 14:30,Yes,To go to class,2,60,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,D2,Sunny,40,5,9,4,8,7,10,8
330,Abigail Green,abigailgreen@example.net,Year 3,life sciences,27/9/2024,1/1/1900 18:00,No,To go to class,2,10,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,D2,Sunny,4,10,5,6,6,5,8,5
331,Sarah Neal,sarahneal@example.net,Year 3,dentistry,27/9/2024,1/1/1900 16:00,No,To go to class,1,30,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,Rainy,50,10,4,8,8,8,8,7
332,Mark Kennedy,markkennedy@example.com,Year 1,geography,27/9/2024,1/1/1900 15:30,Yes,To go to class,2,10,No,LT27 / S17,UTown,D2,Sunny,15,5,8,3,8,8,8,8
333,Alexandria Bush,alexandriabush@example.org,Year 1,geography,27/9/2024,1/1/1900 15:30,Yes,To go to class,2,10,No,LT27 / S17,UTown,D2,Rainy,35,20,3,9,3,3,3,3
334,Kari Craig,karicraig@example.com,Year 3,psychology,27/9/2024,1/1/1900 12:15,No,To go to class,2,10,No,IT / CLB,UHC / Opp UHC,A2,Sunny,15,6,7,7,7,8,9,7
335,Kelly Mcgee,kellymcgee@example.net,Year 2,computer science,27/9/2024,1/1/1900 12:30,No,To go to class,2,15,No,COM3,Kent Ridge MRT / Opp Kent Ridge MRT,D2,Sunny,25,15,5,7,6,6,6,6
336,Angel Rios,angelrios@example.com,Year 3,data science and analytics,27/9/2024,1/1/1900 13:00,No,To go to class,2,30,No,UTown,LT27 / S17,D2,Sunny,20,5,8,2,8,8,8,8
337,Antonio Williams,antoniowilliams@example.org,Year 3,data science and analytics,27/9/2024,1/1/1900 17:00,No,To go to class,3,30,No,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,D2,Sunny,20,10,4,7,6,7,7,5
338,William Brown,williambrown@example.net,Year 2,data science and analytics,27/9/2024,1/1/1900 20:00,No,To go to CCA sessions,4,18,No,UHC / Opp UHC,UTown,D2,Sunny,6,5,7,3,7,7,7,7
339,Heidi Wall,heidiwall@example.org,Year 4,chemistry,27/9/2024,1/1/1900 14:30,No,To go to class,2,5,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A2,Sunny,10,5,8,8,5,6,8,6
340,Katelyn Allen DDS,katelynallendds@example.org,Year 1,law,28/9/2024,1/1/1900 10:30,No,To go to class,2,30,No,UHC / Opp UHC,Kent Ridge MRT / Opp Kent Ridge MRT,A1,Sunny,4,10,7,4,8,8,8,8
341,Vickie Ryan,vickieryan@example.com,Year 2,computer science,29/9/2024,1/1/1900 18:00,Yes,To go to class,2,30,No,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,D2,Sunny,30,5,7,7,8,8,7,9
342,Kevin Melendez,kevinmelendez@example.com,Year 3,data science and analytics,30/9/2024,1/1/1900 14:00,No,To go to class,3,35,Yes,UHC / Opp UHC,LT27 / S17,A2,Sunny,50,20,3,9,2,5,7,4
343,Elijah Miller,elijahmiller@example.net,Year 3,data science and analytics,30/9/2024,1/1/1900 21:00,No,To go to class,4,30,Yes,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,D2,Sunny,25,10,4,8,3,4,7,5
344,Wendy Moore,wendymoore@example.com,Year 1,data science and analytics,30/9/2024,1/1/1900 14:00,No,To go to class,2,15,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A2,Sunny,40,25,1,1,1,1,1,1
345,Ray Wilson,raywilson@example.net,Year 1,data science and analytics,30/9/2024,1/1/1900 14:00,No,To go to MRT,2,10,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,D2,Sunny,30,15,3,3,1,2,4,2
346,Daniel Olsen,danielolsen@example.com,Year 1,sociology,30/9/2024,1/1/1900 11:30,Yes,To go to class,4,15,No,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,D2,Sunny,25,9,4,1,1,2,3,2
347,Jessica Wilson,jessicawilson@example.com,Year 3,data science and analytics,30/9/2024,1/1/1900 11:00,No,To go to MRT,2,25,Yes,UHC / Opp UHC,UTown,D2,Sunny,15,6,6,4,8,6,8,8
348,Mr. Brett Meyer,mr.brettmeyer@example.com,Year 3,data science and analytics,30/9/2024,1/1/1900 8:00,Yes,To go to class,2,10,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,UHC / Opp UHC,D2,Sunny,10,5,7,5,7,7,8,8
349,Daniel Jones,danieljones@example.net,Year 2,computer science,30/9/2024,1/1/1900 9:00,No,To go to class,1,5,No,Kent Ridge MRT / Opp Kent Ridge MRT,COM3,D2,Sunny,30,5,6,8,6,6,7,6
350,Stephanie Baldwin,stephaniebaldwin@example.org,Year 2,computer science,30/9/2024,1/1/1900 10:00,No,To go to class,2,30,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,A1,Sunny,10,5,7,7,5,5,5,6
351,Victoria Mason,victoriamason@example.com,Year 2,computer science,30/9/2024,1/1/1900 17:00,No,To go to class,2,10,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,D2,Sunny,25,2,8,6,7,7,7,8
352,Michael Mcguire,michaelmcguire@example.net,Year 2,economics,30/9/2024,1/1/1900 15:20,Yes,To go to class,4,30,Yes,UTown,UHC / Opp UHC,D2,Sunny,40,0,10,9,1,1,6,4
353,Megan Cantu,megancantu@example.net,Year 3,data science and analytics,30/9/2024,1/1/1900 8:00,No,To go to class,3,40,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,UHC / Opp UHC,A1,Rainy,70,10,6,10,5,3,8,5
354,Diana Smith,dianasmith@example.net,Year 2,data science and analytics,30/9/2024,1/1/1900 15:00,Yes,To go to MRT,4,10,Yes,LT27 / S17,UHC / Opp UHC,D2,Sunny,15,5,7,6,7,8,8,7
355,Mrs. Margaret Dudley DVM,mrs.margaretdudleydvm@example.org,Year 2,data science and analytics,1/10/2024,1/1/1900 20:30,Yes,"To go to in-school accommodation (halls, RCs, houses etc.)",2,10,Yes,UHC / Opp UHC,Kent Ridge MRT / Opp Kent Ridge MRT,A2,Sunny,10,5,8,2,8,7,8,8
356,Kevin Holmes,kevinholmes@example.com,Year 2,data science and analytics,1/10/2024,1/1/1900 16:00,Yes,To go to class,2,15,No,BIZ2 / Opp HSSML,Kent Ridge MRT / Opp Kent Ridge MRT,A1,Sunny,5,5,9,2,9,9,8,8
